"gene_id" "Cu_deficient" "Cu_deficient_crr1" "Cu_deficient_crr12" "Cu_sufficient" "Fe_deficient_Min" "Fe_limited_Min" "Fe_repleted_Min" "H2O2_t0" "H2O2_t05" "H2O2_t1" "N_deprived" "N_repleted" "S_deprived" "S_deprived_ars11" "S_repleted" "S_repleted_ars11" "singlet_4A" "singlet_sor1" "TAP_recipe1" "TAP_recipe2"
"g6252" 2.67112 4.6669 2.08577 2.762 9.94523 10.7464 9.38606 4.48855 2.2605 2.73689 10.4238 5.72085 5.97504 2.6803 3.01805 3.86868 8.05064 6.76284 3.86119 4.34238
"g6257" 0.084806 0.117856 0.398038 0.18053 0.0917285 0.0313043 0.0300829 0.0818417 0.0584665 0.0854176 0.000134435 0 0.184125 0.175956 0.0559647 5.65631e-06 0.144041 0.0922879 0 0
"g6260" 20.4337 23.856 20.4377 20.1048 20.1077 16.9919 16.7845 23.6347 14.5347 9.75286 33.0143 29.9075 20.0372 14.5894 22.3275 21.5421 12.1728 15.7849 15.8957 19.3108
"g6262" 8.04211 2.77174 3.36544 6.65405 10.3319 13.8746 14.2783 5.90532 12.0549 10.7836 9.47309 5.088 3.16844 6.51541 4.32468 3.64429 1.66842 1.61283 4.36822 4.49568
"g6264" 0.189831 0.141719 0.207157 0.136205 0.166516 0.0305347 0.15354 0.313441 0.40764 0.345111 0.240442 0.19466 1.78062 3.35607 3.93671 23.7034 0.322137 0.589306 0.385458 0.539134
"g6271" 26.4856 24.6298 26.5111 27.4917 26.7247 25.7132 30.2438 26.7429 27.9691 29.4128 39.2733 47.5176 30.7273 28.3745 34.3185 37.9262 107.017 51.7774 24.9682 23.427
"g6272" 7.02561 5.50218 6.5272 8.11059 3.1366 2.66313 3.08535 7.83287 6.20032 5.67825 3.48677 4.24947 3.67357 3.44785 7.32587 8.72907 3.60099 5.79029 6.93229 6.47994
"g6275" 5.0801 4.49258 7.45422 8.62589 6.47161 6.55002 6.83087 6.81953 4.17627 3.28098 6.15516 7.2625 6.98413 6.729 7.2355 5.58835 2.60311 3.89554 7.46561 5.21231
"g6278" 0.868309 1.05927 0.75412 1.1562 0.660674 1.18299 0.773989 0.511143 0.607682 1.19755 0.884398 0.567494 81.7803 2.32743 2.20273 1.76536 3.57264 5.83564 1.47858 1.69661
"g6281" 3.5131 1.93197 1.90062 3.8564 1.91523 1.28887 1.65438 2.41822 2.36036 2.45358 1.93867 1.37767 1.256 1.55218 2.00284 1.23482 0.821123 3.46225 1.88412 2.17618
"g6282" 2.16979 7.58808 2.0579 2.31236 8.80458 8.05841 7.39186 3.86046 3.48878 4.22757 6.86274 3.50157 4.64991 7.34926 2.46211 7.52204 0.347825 1.43332 5.14602 3.82835
"g6285" 47.4334 28.3924 38.0763 30.8546 73.2152 98.1922 91.4688 40.6232 60.6938 64.4954 60.2942 21.1328 51.4976 70.4318 27.356 28.9398 8.24125 28.3907 33.2505 34.0034
"g6286" 1.32484 1.05119 1.21744 0.863339 1.0089 1.11364 1.01974 0.480624 0.752633 0.818131 2.52473 1.16313 4.72639 2.04529 1.22747 1.45011 0.80741 1.60037 0.206656 0.574485
"g6289" 3.99762 3.78491 1.75638 4.75303 5.59077 5.95339 6.19713 3.50969 3.10882 3.42206 7.53663 5.72449 2.3367 1.30551 2.36584 1.46436 3.09562 2.21971 5.58885 5.64822
"g6290" 1.95688 3.09494 3.36384 1.49019 4.9614 5.57595 3.88266 1.8434 2.00971 1.82576 3.1861 3.91333 5.64085 5.4412 3.24071 4.75925 3.13315 5.98064 3.39491 3.49187
"g6292" 6.76677 3.30559 3.66817 7.932 5.0977 2.47003 4.73753 7.74978 6.85072 2.93488 8.20558 4.10964 2.59699 6.29882 4.08093 3.08948 0.135578 0.996761 4.32963 5.56188
"g6294" 3.30152 2.35178 4.88084 3.64087 3.07293 3.26341 3.62459 2.6587 1.73863 1.42175 2.59683 3.64268 3.56283 3.34402 3.46115 3.72345 3.37705 1.34277 3.4521 3.32736
"g6295" 0.43915 1.5154 0.91098 0.539158 0.331316 0.440822 0.542705 0.666866 0.498213 0.391208 0.102072 1.16373 0.393508 0.1295 1.34675 2.12762 0 0 0.284962 0.928383
"g6296" 9.62764 10.0436 13.0477 10.0899 11.7361 14.3691 11.5942 13.0938 10.8902 9.18135 27.0167 13.82 9.47837 8.2053 10.3676 16.5048 11.2958 13.48 11.737 10.4293
"g6297" 0.739571 1.75493 1.56973 1.03732 0.0784205 0.156671 0.106406 1.0821 0.778753 0.615755 0.0857507 2.0509 0.115512 0.0703736 0.725498 0.955001 0.0946641 0.0231047 0.572762 0.472846
"g6299" 0.35918 1.03727 0.567298 0.611958 0.494794 0.492583 0.490662 0.935874 0.660566 0.714284 0.098469 2.33416 0.59362 0.211696 1.54254 2.71253 0 0.0703876 0.437779 0.523655
"g6300" 12.7548 13.6423 11.0216 10.7408 17.0362 19.639 16.1291 10.5342 13.9721 13.0531 23.1726 10.7117 18.0671 89.7314 11.5984 13.2715 22.9827 33.791 17.8918 19.9295
"g6302" 100.153 54.3554 64.9668 87.6698 193.148 211.862 223.036 63.924 54.1355 53.8893 241.225 147.002 88.957 76.242 80.6312 59.2483 77.646 84.6077 97.4653 96.3965
"g6306" 56.9464 19.0386 30.1462 60.8931 23.5501 21.0316 26.8432 40.6005 53.7776 72.0925 71.5039 29.1459 29.9174 116.922 33.6676 19.9651 45.229 155.633 42.3957 42.8529
"g6309" 5.7755 3.43564 2.53979 6.41087 0.41904 0.313452 0.303042 2.0565 4.01605 4.10983 0.214247 2.85756 0.490587 0.292744 1.95487 1.23716 0.33967 0.0744625 2.93887 2.14686
"g6312" 28.175 11.4811 18.5615 36.7974 11.2585 7.49869 12.6374 30.1208 23.5058 14.7362 14.308 15.8716 3.67607 6.8029 22.6472 11.4702 1.97956 1.6314 26.541 24.6484
"g6317" 2.17221 2.17179 1.24873 1.94567 2.51882 2.12723 2.26838 1.29977 0.615286 0.595861 3.54445 2.37608 2.54004 2.44527 1.68432 3.27599 0.870237 4.97511 1.30348 1.35434
"g6319" 2.83857 2.07095 2.97042 2.97 5.9556 5.18186 5.52802 2.87069 3.87601 2.82935 1.56226 1.27725 8.71747 2.70277 6.42568 9.52401 1.42638 1.19276 2.61583 2.82607
"g6321" 30.8877 21.9891 28.6354 31.3052 26.0747 26.2263 25.5858 30.9871 28.6072 25.4436 19.7419 20.2818 14.9242 29.3182 15.4591 22.8219 4.15659 6.27637 21.1123 24.1709
"g6324" 3.66826 3.98955 4.96249 3.78381 6.43164 8.69664 6.88661 3.54921 3.99482 4.56681 6.27255 5.56031 5.94862 7.47894 4.54211 5.14432 2.48454 6.14285 3.85415 3.24671
"g6326" 7.72121 10.5343 10.4449 6.42732 12.5243 13.8716 15.3843 8.92232 9.39998 9.46945 9.94285 9.28159 13.2541 13.9194 9.25915 9.81499 33.7241 32.2512 13.125 11.8068
"g6327" 10.1034 11.0122 9.11212 10.7748 7.0791 6.09808 5.9374 9.13883 10.878 15.23 9.95346 9.93581 7.53425 6.80801 8.73037 8.736 7.98446 9.52076 10.8977 9.68283
"g6331" 76.835 78.7565 62.9692 86.1054 49.2737 46.4386 48.5063 70.3064 62.6777 55.008 67.9764 67.3759 66.0818 62.2081 72.1982 69.8673 96.497 68.0619 104.189 94.6894
"g6332" 13.6346 11.742 15.2174 12.9384 14.4609 19.4019 13.5634 11.9567 14.8186 16.8289 16.1062 21.6245 20.2831 32.5226 17.3165 19.5818 10.1367 14.5863 13.506 13.0889
"g6333" 0.569399 0.767276 0.728951 0.471643 3.4085 3.56269 4.12016 0.459986 0.462608 0.457136 1.82203 1.10046 0.875467 0.815197 0.398461 0.914068 0.336287 0.97205 0.469414 0.655767
"g6335" 8.22815 5.00628 4.77935 7.75176 3.41315 2.1397 3.69852 4.07979 3.79822 2.23722 4.53375 3.84475 5.15835 3.46915 5.25005 3.14163 0.30714 1.07699 2.99093 4.12371
"g6339" 5.89466 10.5541 6.32841 5.58133 2.90386 3.40506 2.50642 4.29847 3.53127 3.27583 6.888 6.71409 10.3228 3.67079 9.1228 10.3197 28.072 26.9431 12.9196 11.5684
"g6343" 0 0 0 0 0.0299271 0 0 0.0154977 0.0170046 0 0.024181 0.0517154 0.0561775 0 0 0.0955049 0.459309 0 0 0.221806
"g6345" 13.1949 14.2915 20.6437 16.4007 12.5835 17.4828 11.5845 14.9411 19.6854 21.2241 10.6223 17.4493 8.70478 11.0994 12.8842 14.6007 15.3359 18.6114 19.5542 19.1612
"g6348" 4.96244 6.60527 3.57147 5.16435 4.41277 3.70589 4.80759 4.5686 3.16895 2.33401 10.4655 3.44976 12.6535 20.1824 22.487 44.1673 0.115465 0.788999 2.13235 2.23394
"g6350" 0.0088099 5.45056 6.4554 0.0250096 1.03331 0.728799 0.414836 2.79535 3.59594 3.15695 0.538794 0.0581102 0 0 0.00940156 0.0302924 0 0 0 0.196951
"g6353" 65.3552 75.5552 80.087 58.2303 45.1298 63.2439 50.7991 48.285 74.9826 117.54 40.3594 56.7534 34.1218 51.6461 39.2894 43.8046 100.738 115.534 57.062 58.5394
"g6354" 1.10749 2.38518 2.43238 1.6612 1.71737 1.44938 1.48974 2.64066 2.92918 3.36844 0.144471 4.40371 1.2671 0.481902 3.7745 5.83385 0.0417792 2.12487 1.6404 1.03642
"g6355" 1422.94 1429.29 1004.42 1580.27 663.937 216.332 770.883 1955.42 1451.3 1054.32 36.1332 1177.92 464.6 111.43 1389.27 1063.53 1476.63 1901.43 3233.63 3172.64
"g6356" 0.786463 1.47219 0.896052 0.820221 0.277664 0.451337 0.237767 1.35068 0.646451 0.606789 0.0795311 1.35166 0.251085 0.0723873 1.16507 1.94904 0.266589 0.439892 0.343867 0.909465
"g6358" 4.61272 2.25968 2.42496 5.25274 2.03542 1.35878 2.21328 5.0027 2.62279 1.95414 1.66318 2.28426 2.03414 3.15383 3.98656 2.40483 2.61152 2.79363 4.43765 3.7749
"g6359" 0.60538 0.471931 0.213166 0.476122 0.0509211 0.155458 0.266175 0.144517 0.121274 0.123798 0.621445 0.194159 4.12993 3.02339 5.57641 5.02518 0.177495 0.151467 0.449052 0.128407
"g6362" 2.78205 4.77325 4.2327 2.83296 5.49365 5.6537 4.51997 4.19132 2.68505 2.77032 3.25807 5.70758 5.62328 1.63185 5.02616 4.63335 15.8294 9.48398 4.20463 4.44921
"g6363" 28.1125 11.8703 21.8113 26.6569 19.2541 14.1197 21.8132 20.7022 16.2848 10.7669 12.4234 30.8939 11.7572 11.3126 21.4206 21.9804 7.98729 14.2279 15.0796 15.1315
"g6364" 2400.27 1520.77 1260.42 2197.42 5956.66 7921.76 6269.04 3081.1 2693.33 2807.05 2439.57 1602.73 1051.19 1601.41 797.123 729.86 1668.36 3416.05 5450.5 5485.09
"g6367" 18.3893 8.16985 14.3055 22.516 5.05487 2.83544 4.89201 13.7485 13.7383 10.4397 5.23002 10.9415 1.92815 2.28889 17.8179 15.1121 5.33059 2.96271 12.7056 12.9594
"g6370" 3.13495 3.71739 2.67921 2.90463 4.50495 4.15829 3.52563 4.18698 3.14784 2.77177 2.97996 2.31682 2.96755 4.15942 2.18022 1.51585 2.55216 4.38253 4.31771 3.28112
"g6371" 0.0186862 0.0205873 0.132497 0.0559542 0.0472717 0.0506117 0.062224 0.0049541 0.0215739 0.0797377 0 0 0.217904 0.0120181 0.0226859 0.0106874 0.0255029 0.0632061 3.91866e-06 0.0199062
"g6372" 2.20638 3.33164 5.21693 2.14229 7.396 10.4773 6.27987 4.54568 4.67887 4.1392 2.48536 2.62662 2.16222 0.295022 0.806592 0.800945 4.71533 8.17413 4.6714 6.30655
"g6373" 1.01116 0.337721 1.0015 0.578502 1.9538 3.06054 1.71789 1.22311 2.76474 2.82583 0.886416 2.32038 0.725336 1.03604 0.335318 0.760761 0.247728 1.48947 0.24284 0.544514
"g6374" 4.7288 5.1352 5.08888 5.72605 8.31177 8.36393 8.67862 9.25124 7.42161 7.39849 7.26165 21.2819 1.29222 0.401977 3.67099 2.76364 8.68125 5.17944 6.5797 6.53529
"g6375" 3.16704 1.77149 2.14099 3.54718 2.56762 1.64097 2.83283 2.4868 1.79644 1.65872 1.57792 1.25746 1.91185 2.84836 2.35311 2.0194 0.535418 3.54434 3.38137 3.5248
"g6378" 18.1626 22.8317 22.6302 20.0681 20.5874 17.6854 19.1949 27.3035 25.7361 27.7684 13.6502 30.3038 11.9917 10.078 18.32 17.3246 25.1025 20.7721 24.1227 21.4221
"g6383" 0 0 0 0.0759371 0 0 0 0.0287384 0.0951984 0.0218861 0 0 0 0 0 0 0.193088 0 0 0
"g6386" 0.198046 0.709899 0.834298 0.18651 0.53273 0.545315 0.642006 0.211285 0.181732 0.101132 0.712006 0.34652 0.759288 0.465831 0.795023 2.69728 0.279466 0.611039 0.435273 0.271219
"g6388" 6.37921 6.24927 4.51451 7.12514 5.63224 10.6227 7.73219 5.42266 15.2796 31.6361 34.4059 10.0143 38.4755 64.2709 9.28163 15.3108 6.50218 8.43242 11.7083 14.4492
"g6392" 6.84333 3.4822 4.2989 7.73529 4.84721 4.83331 5.22855 5.14588 7.32072 7.27538 10.0888 6.42643 3.74967 3.27311 4.53469 3.34978 1.42155 2.32145 4.80989 4.38965
"g6393" 2.93085 6.73476 6.46187 1.93307 6.34409 10.8471 6.14355 4.32727 4.08285 3.81524 0.44681 9.17271 3.58251 7.52232 2.69832 2.55977 0.132309 0.796019 1.86948 1.41537
"g6395" 20.8347 10.1621 10.1261 23.3425 18.9061 16.9643 19.1377 17.2992 18.8602 14.5469 17.7487 16.951 22.5982 32.0464 19.0687 20.3093 3.01543 3.86326 13.7116 13.7495
"g6396" 39.7075 14.1693 29.2638 36.2845 35.482 25.6541 43.2769 35.3823 27.4453 14.4349 28.9368 27.6114 16.1813 8.82825 23.4944 15.8669 10.0452 15.7289 33.1046 31.706
"g6399" 6.95979 6.46572 6.98006 6.35237 5.30788 4.28675 5.32888 7.07385 8.89055 9.87946 3.86567 4.47647 6.70509 10.2693 6.2109 7.06723 5.49092 9.23927 5.7591 6.20931
"g6400" 2.69696 3.42473 4.03499 2.165 1.6234 1.88923 1.67646 0.976783 0.94939 1.97156 3.87433 3.40698 5.13075 8.00393 3.59602 5.95454 2.78998 4.78959 2.28844 1.49347
"g6402" 16.0915 11.7746 14.6626 16.4118 4.04008 3.62318 3.82132 13.4882 14.1257 13.4154 7.69455 10.4698 14.5895 5.39 10.4195 9.42198 14.3099 27.3101 18.5154 17.2857
"g6405" 10.8542 10.0492 5.98987 12.1128 10.061 8.77852 9.32573 13.8253 13.5985 13.2458 11.6184 9.78556 6.94913 10.9544 8.35358 4.92529 7.78494 15.3803 12.5156 12.5891
"g6408" 0.270681 5.98975 1.66853 0.2129 0.636944 0.348428 0.830306 0.196055 1.49877 2.16662 5.10147 1.57791 0.168166 0.260365 0.0833055 0.138755 1.88022 0.752901 0.51649 0.479444
"g6409" 0.0100365 0.197196 0.863544 9.05272e-05 0.117852 0 0.156394 0.00219589 0.0711621 0.118324 2.38024 0.37045 0.00558025 0.00775731 0.00237257 0.000583914 0.97516 1.51099 0.000745042 0.00035036
"g6413" 9.50352 16.4627 7.55451 9.33007 25.811 33.5009 26.8196 6.3869 7.90154 10.036 37.7096 14.4833 34.7117 33.424 8.40858 10.7189 4.16944 13.9203 7.55295 8.4929
"g6414" 0.064641 0.00150236 0.00283693 0.114052 0.875854 0.143444 0.193045 0.181295 0.0973209 0.0588012 0.766792 0.293795 0.0984191 0.00128468 0.200918 0.208631 0.733121 0.0466843 0.00852507 0.527818
"g6422" 0.412595 0.644457 0.56809 0.479827 0.112375 0.141704 0.235755 0.491517 0.397621 0.307609 0.340018 0.310299 0.330906 0.107121 0.127215 0.346538 19.2004 1.40807 0.19009 0.230214
"g6427" 0.963028 0.553439 0.0259044 0.835876 0.654655 0.731452 1.04922 0.606981 0.539108 0.518821 0.74903 0.443216 0.0326045 0.042502 0.0378495 0 0.0937731 0.0295018 0.564576 0.690937
"g6434" 0.240066 0.196667 0.266565 0.340198 0.163773 0.193578 0.288345 0.837067 0.708402 0.973071 0.14001 0.0606237 0.135016 0.129552 0.103261 0.302194 0.762373 1.87748 1.3981 0.788878
"g6437" 0.131281 0.131447 0.0417219 0.159565 0.10466 0.0426556 0.16013 0.236418 0.132483 0.100983 0.1622 0.089272 0.166881 0.190243 0.0420843 0.0876658 1.27173 0.351 0.0989061 0.11634
"g6443" 0.248288 0.205518 0.129861 0.316626 1.21373 0.901786 1.08019 0.578166 0.369368 0.378926 0.149699 0.0787161 0.0594434 0.045895 0.0142649 0.0425819 0.803897 0.334068 0.12738 0.1686
"g6447" 0.266177 0.332702 0.159323 0.36403 0.165396 0.115302 0.182338 1.91456 0.87373 0.930559 0.0379482 0.0285289 0.0298796 0.0156997 0.00248857 0.00176434 1.07077 0.172706 0.414205 0.512114
"g6449" 1.03806 0.74232 0.75218 0.877995 1.87304 1.5599 2.0572 2.98353 2.09273 2.11369 1.76467 0.703224 0.566212 0.326824 0.35833 0.520542 36.9437 4.04354 1.24598 1.4148
"g6457" 2.52678 1.12829 0.172993 2.30855 4.77574 3.78784 4.94381 1.9392 1.78564 1.98445 6.68358 3.12402 0.485954 0.212862 0.233634 0.309749 0.172454 0.0635688 1.43834 1.31759
"Cre06.g277960" 3.83509 0.791093 0.698601 4.13908 5.73543 5.18312 6.70518 1.93082 1.80786 1.61023 1.73808 1.3454 0.997772 0.266098 0.65101 0.362131 1.02247 0.495578 1.74902 2.06562
"Cre06.g278350" 22.7436 10.4797 15.2851 22.0235 13.4465 12.2609 14.9007 23.6419 35.1363 52.7581 17.7739 13.6591 12.0675 8.57987 13.6469 8.85361 54.1067 41.8429 42.4343 40.5353
"Cre06.g278450" 4.34538 4.22457 2.80275 4.1614 3.19038 3.83537 3.3962 3.74925 2.31787 1.73124 9.98753 4.87623 3.26133 2.12238 3.15429 2.4402 1.9515 3.28976 2.64607 1.926
"Cre06.g278500" 29.9445 9.90985 14.4593 32.9917 11.1819 8.62162 13.3883 22.8485 16.8546 9.16334 12.5782 14.5211 5.82707 18.6373 15.7912 10.4198 1.90101 3.67924 13.0036 12.1245
"Cre06.g278550" 1.72472 1.61287 0.463315 1.2664 2.68012 3.03053 2.76649 1.37975 2.23956 1.90183 8.4259 1.22013 3.41188 1.25644 1.07315 1.77019 0 0.214907 0.95616 1.00424
"Cre06.g278600" 7.83356 9.82984 5.70947 9.00215 7.7737 5.95887 7.77869 8.61382 11.2614 10.7663 9.60729 12.5063 6.87864 6.83663 9.95844 8.04386 6.99778 6.66753 5.04003 5.36799
"Cre06.g278700" 7.00523 5.30912 4.88591 5.82922 6.78363 8.31414 8.15724 5.70895 5.27511 4.81291 3.55671 3.42923 9.94393 2.7348 5.99823 6.43931 12.0061 2.11166 3.42037 1.97393
"Cre06.g278800" 40.9568 52.6041 35.8139 42.2702 89.1183 79.946 75.8658 66.8724 59.6292 62.9848 51.6085 77.0615 37.344 37.4711 42.5987 51.6778 86.6066 60.5082 74.8256 76.7658
"Cre06.g278900" 5.45281 7.46348 6.09245 6.31208 7.16711 6.2488 6.56222 6.36247 6.40624 7.42365 5.30784 6.27813 4.81067 6.84953 6.48204 7.10301 6.52277 11.1548 7.30649 9.12909
"Cre06.g279000" 32.4778 41.5068 34.436 35.7597 25.7869 27.6109 22.1592 44.9783 54.4759 119.131 32.55 39.8791 35.024 59.1958 35.5315 35.9883 73.7675 87.2537 39.536 37.0518
"Cre06.g279050" 0.396296 1.70655 1.36634 0.591914 0.399904 0.84489 0.336879 0.309806 0.439902 0.890837 2.49649 1.06938 0.654581 0 0.660007 0.351105 0.101093 0.412117 0.476261 0.743589
"Cre06.g279150" 59.7603 28.9074 37.921 73.9179 30.827 24.7053 30.1635 91.0458 96.5022 104.996 37.1918 41.9775 10.8702 30.6028 50.1357 28.7959 29.4165 90.1668 76.2891 78.1315
"Cre06.g279250" 26.0415 25.1151 16.4314 28.2653 20.8986 22.5953 21.6229 25.7616 24.0575 22.6992 17.6578 20.6321 21.7237 31.7169 24.9533 22.2184 20.8702 32.8097 16.2262 12.9261
"Cre06.g279350" 0.16803 0.389791 0.18567 0.178274 0.849599 0.604436 1.33181 0.254319 0.31183 0.37478 0.509701 0.267107 0.323566 0.332403 0.267251 0.553284 0 0.131738 0.103824 0.193845
"Cre06.g279400" 47.8689 53.7725 34.6017 42.0885 163.598 190.567 173.52 86.8998 72.563 60.1911 62.5613 103.462 116.329 81.2898 70.1834 68.4727 127.159 71.244 81.6267 87.7417
"Cre06.g279500" 34.4273 28.1207 20.4331 34.9335 48.9992 54.6163 57.0053 35.4329 35.729 37.9534 27.7117 34.2967 14.1274 29.9299 23.6 16.2562 13.8653 18.3157 29.5868 28.7542
"Cre06.g279600" 1.668 2.57304 2.89751 1.61029 1.31856 1.45499 1.42727 1.89439 2.42115 2.62573 5.46624 3.03626 3.39718 3.41555 2.07179 3.96984 0.846346 2.72189 1.10922 1.80524
"g6503" 9.01685 4.1952 4.45392 6.46541 12.3744 18.5834 11.8016 3.79986 6.0271 5.17126 1.52376 5.7324 27.1485 5.21793 20.5955 18.2272 5.03521 2.59642 4.0385 4.24219
"Cre06.g279800" 19.234 21.65 15.8929 21.7329 26.651 26.3039 27.6462 28.4328 28.5225 34.3871 25.7016 26.484 23.612 24.0054 21.4315 19.4454 15.2829 22.6438 31.3283 31.9663
"Cre06.g279900" 3.93303 6.97134 2.96884 3.53029 7.10373 8.44948 7.68303 5.50206 6.98418 6.3283 6.18151 7.01173 6.93094 3.93383 5.3271 4.55209 2.93777 5.45353 3.91232 3.38955
"Cre06.g280000" 5.82182 3.92513 1.96381 5.50901 11.718 11.3825 10.1708 4.83366 6.40281 6.77731 4.31522 5.23764 1.6216 2.73981 2.12135 2.09757 0.660694 1.03422 3.94687 6.08141
"Cre06.g280100" 11.4442 10.1018 9.77561 10.6128 20.9151 29.0125 18.2242 9.18894 13.4778 21.7246 11.2192 19.3807 13.2612 39.3004 10.6691 17.1905 66.6533 44.9808 16.2814 19.2037
"Cre06.g280350" 7.32491 6.50721 5.62871 4.60877 4.22383 5.07705 4.38977 5.69209 9.80343 12.0359 4.60193 3.0313 8.61034 6.02165 3.85548 3.13972 5.82791 7.79393 2.63552 3.46984
"Cre06.g280550" 9.07946 7.54503 8.06071 9.42504 7.42868 7.6737 7.06534 6.86817 11.0896 10.1851 3.96347 6.32488 7.31461 8.55725 8.16251 6.93329 9.44981 6.59567 8.03879 7.49301
"Cre06.g280650" 51.9725 46.3621 64.0715 55.1753 68.2756 64.5045 78.7193 73.4931 69.4722 73.6615 32.0095 50.0902 13.6473 18.7321 40.7957 30.5526 119.875 56.1173 63.361 56.5914
"Cre06.g280800" 3.69177 4.75118 4.27955 4.46589 4.44277 3.52229 3.7509 4.6672 3.11087 3.40093 5.39506 8.00387 4.66479 7.05339 12.4698 16.9318 1.04409 3.00688 3.86093 4.90503
"Cre06.g280900" 19.0737 18.7773 12.9643 19.4097 19.5643 20.7353 18.7084 17.8709 21.3443 34.4558 23.996 28.099 21.3396 20.8427 17.4509 16.9699 39.4964 24.8903 12.877 15.2344
"Cre06.g281000" 14.172 14.4104 11.1454 14.9694 19.4672 23.6432 20.5826 13.2877 9.23541 10.6167 24.902 26.9867 17.4444 74.4733 15.8418 15.0693 10.719 17.2736 11.7753 13.1248
"Cre06.g281100" 50.1508 31.6869 34.5799 55.2797 65.25 62.4888 73.6401 76.255 52.6308 40.6418 57.0727 73.1372 35.8742 47.7656 46.468 40.2781 35.0694 44.1709 51.0562 46.7507
"Cre06.g281250" 7.29862 1.55238 1.98648 8.76928 6.63634 7.08502 7.57341 9.66937 9.6127 8.95732 13.6593 8.05777 3.27278 2.99461 3.48922 2.62372 7.24288 1.23026 9.41667 7.57253
"Cre06.g281400" 25.212 11.8127 18.4126 20.6545 32.0839 44.8042 40.8614 17.8781 28.7561 59.6963 21.6872 28.5832 17.4109 45.649 18.5795 24.7806 19.9626 33.9516 9.03097 11.67
"Cre06.g281550" 3.23875 3.11607 1.86098 3.22428 1.72784 0.959888 1.6591 3.06598 2.68745 2.30061 1.72633 1.94795 3.11616 2.81506 2.67605 1.5954 0.195983 0.311112 3.80639 2.16508
"g6554" 0.611749 0.502951 0.646378 0.612687 0.292845 0.409304 0.145621 0.46526 0.288482 0.264979 0.11926 1.37959 0.57385 0.130782 1.51411 2.05313 0.345327 0.104351 0.468508 0.433687
"Cre06.g281850" 8.00089 10.2398 9.85486 6.53529 12.0899 15.3787 10.3795 9.03899 9.92806 11.2756 16.9887 12.2082 11.0522 12.2948 6.92166 6.57404 6.59081 8.96045 8.71801 10.2515
"Cre06.g281900" 18.7197 15.8147 36.1621 7.70324 14.7047 22.8072 10.2986 7.37864 10.8152 14.8501 8.73454 10.4792 11.04 14.2491 9.90096 14.9396 43.9267 23.4202 12.2664 10.8996
"g6559" 47.3934 41.4641 38.3775 41.9553 56.1597 57.6185 54.0726 33.8574 41.2672 56.6986 49.7366 50.9811 81.2329 55.9146 54.9379 44.1008 27.0499 57.1766 36.1503 35.7731
"Cre06.g282050" 0.334051 0.753183 0.172657 0.199749 0.53139 0.489308 0.487261 0.504642 0.53957 0.430636 0.444842 0.109844 0.737211 0.113897 0.234743 0.357835 0 0.360268 0.309926 0.869399
"Cre06.g282200" 38.8077 35.7557 26.4168 39.3858 55.2003 63.9226 60.4746 36.3025 49.3962 52.0955 78.2357 54.0405 47.209 135.637 38.8059 29.7194 77.1367 84.0247 41.5786 47.802
"Cre06.g282250" 5.05873 1.16053 2.30464 5.45167 0.640949 0.503411 0.482434 3.21267 1.07126 1.0059 1.36787 1.35003 1.45603 0.900578 2.45984 1.86371 0.672654 0 2.1839 1.16507
"Cre06.g282251" 6.20814 2.78209 4.95003 6.91526 1.59747 1.17961 1.71003 3.18363 2.25691 1.71193 1.89195 3.22194 2.04807 2.34548 5.40065 5.37687 2.95272 1.16928 2.01936 2.03924
"Cre06.g282300" 29.8123 57.7075 32.988 24.5964 88.7899 96.5945 102.021 24.9718 19.1724 18.4797 56.88 40.4992 22.325 43.0579 19.728 16.6293 16.4649 44.979 25.2702 23.63
"Cre06.g282350" 0.855379 0.803984 1.16077 0.712333 0.311394 0.268854 0.416285 0.836702 1.19053 0.941314 0.577781 1.00683 0.425066 0.52251 0.912736 1.58277 0 0.119542 0.641686 0.133062
"Cre06.g282450" 0.117162 0.0809518 0.215205 0.121921 0.0714643 0.0830802 0.0405747 0.237546 0.161208 0.144968 0.0183296 0.0971694 0.0523541 0.183272 0.0388346 0.131257 0.0924398 0.232219 0.102863 0
"Cre06.g282800" 1832.76 838.563 971.182 2004.17 1058.95 1162.57 1393.15 1924.31 1301.02 670.878 20.9561 1275.06 373.559 181.859 1042.23 484.091 727.378 210.331 1565.22 1594.79
"g6578" 1.60401 2.64781 2.93129 1.83478 1.22963 1.04228 0.851601 2.50203 1.39806 1.54924 0.182392 4.83778 0.901879 0.287345 3.21779 5.51594 0 0.145487 1.67667 1.56016
"Cre06.g282950" 20.2253 13.3175 16.3008 17.7956 15.2583 14.0124 15.3873 18.6369 12.8962 12.68 9.38121 12.7948 11.6104 18.8859 14.9858 21.9597 45.9915 27.5295 23.6417 24.1729
"Cre06.g283034" 3.22504 4.72788 3.22449 2.77525 2.9744 3.83846 3.27303 2.81714 1.99903 1.75975 3.91066 3.87797 4.7818 3.78153 3.86232 2.46298 6.65124 7.57696 1.89349 2.12343
"g6583" 1366.67 1206.63 886.579 1563.54 581.944 218.599 721.027 1331.35 1070.93 905.691 26.4568 1095.79 376.271 94.7592 953.775 802.361 1145.12 1591.39 3029.78 2983.23
